Period,Ngày nhập kho,SUB code,Item code,Type,QTY ACTUAL,QTY RETURN,Ghi chú
2026-04,2026-04-04 00:00:00,,TPAX00107NA,MAT,2500,,
2026-04,2026-04-04 00:00:00,,TPAX00117NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,TPAX00142NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,TPAX00197NA,MAT,7000,,
2026-04,2026-04-04 00:00:00,,TPAX00198NA,MAT,12000,,
2026-04,2026-04-04 00:00:00,,TPAX00199NA,MAT,6000,,
2026-04,2026-04-04 00:00:00,,TPAX00200NA,MAT,3000,,
2026-04,2026-04-04 00:00:00,,TPAX00201NA,MAT,4000,,
2026-04,2026-04-04 00:00:00,,TPAX00202NA,MAT,2500,,
2026-04,2026-04-04 00:00:00,,TPAX00203NA,MAT,4000,,
2026-04,2026-04-04 00:00:00,,TPAX00205NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,TPAX00206NA,MAT,2500,,
2026-04,2026-04-04 00:00:00,,TPAX00209NA,MAT,10000,,
2026-04,2026-04-04 00:00:00,,TPAX00215NA,MAT,5000,,
2026-04,2026-04-04 00:00:00,,TPAX00219NA,MAT,4000,,
2026-04,2026-04-04 00:00:00,,TPAX00244NA,MAT,5000,,
2026-04,2026-04-04 00:00:00,,TPAX00246NA,MAT,1500,,
2026-04,2026-04-04 00:00:00,,TPAX00299NA,MAT,3500,,
2026-04,2026-04-04 00:00:00,,HOUX01238NA,MAT,4000,,
2026-04,2026-04-04 00:00:00,,BAGD00004NA,MAT,20,,
2026-04,2026-04-04 00:00:00,,TPAX00004NA,MAT,3000,,
2026-04,2026-04-04 00:00:00,,HOUX00663NA,MAT,3000,,
2026-04,2026-04-04 00:00:00,,TPAX00336NA,MAT,3000,,
2026-04,2026-04-04 00:00:00,,HOUX00021NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,BAGA00005NA,MAT,1500,,
2026-04,2026-04-04 00:00:00,,HOUX01548NA,MAT,3500,,
2026-04,2026-04-04 00:00:00,,TPAX00288NA,MAT,3500,,
2026-04,2026-04-04 00:00:00,,CATX00072NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,SELA00036NA,MAT,1500,,
2026-04,2026-04-04 00:00:00,,HOUX01842NA,MAT,1500,,
2026-04,2026-04-04 00:00:00,,TPAX00141NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,TPAX00027NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,HOUX00398NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,TPAX00005NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,HOUX02060NA,MAT,3000,,
2026-04,2026-04-04 00:00:00,,TPAX00373NA,MAT,3000,,
2026-04,2026-04-04 00:00:00,,HOUX00140NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,HOUX00139NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,HOUX00316NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,TPAX00010NA,MAT,2000,,
2026-04,2026-04-04 00:00:00,,TPAX00009NA,MAT,2000,,
2026-04,2026-04-04 00:00:00,,TPAX00146NA,MAT,3000,,
2026-04,2026-04-04 00:00:00,,HOUX00746NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,HOUX01476NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,HOUX01245NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,HOUX00315NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,HOUX00385NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,HOUX00258NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,HOUX00855NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,HOUX00396NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,SLVA00014NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,TPAX00217NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,TPAX00235NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,TPAX00145NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,TPAX00139NA,MAT,500,,
2026-04,2026-04-04 00:00:00,,HOUX00444NA,MAT,2500,,
2026-04,2026-04-04 00:00:00,,HOUX02121NA,MAT,3500,,
2026-04,2026-04-04 00:00:00,,HOUX00445NA,MAT,3500,,
2026-04,2026-04-04 00:00:00,,HOUX00443NA,MAT,3500,,
2026-04,2026-04-04 00:00:00,,HOUX00666NA,MAT,7000,,
2026-04,2026-04-04 00:00:00,,HOUX00665NA,MAT,8000,,
2026-04,2026-04-04 00:00:00,,HOUX00667NA,MAT,14000,,
2026-04,2026-04-04 00:00:00,,HOUX00082NA,MAT,3500,,
2026-04,2026-04-04 00:00:00,,HOUX00133NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,HOUX00978NA,MAT,3500,,
2026-04,2026-04-04 00:00:00,,HOUX01538NA,MAT,3500,,
2026-04,2026-04-04 00:00:00,,HOUX01553NA,MAT,3500,,
2026-04,2026-04-04 00:00:00,,TPAX00047NA,MAT,10500,,
2026-04,2026-04-04 00:00:00,,TPAX00001NA,MAT,2500,,
2026-04,2026-04-04 00:00:00,,TPAX00284NA,MAT,3500,,
2026-04,2026-04-04 00:00:00,,TPAX00291NA,MAT,3500,,
2026-04,2026-04-04 00:00:00,,HOUX00234NA,MAT,3500,,
2026-04,2026-04-04 00:00:00,,HOUX01562NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,HOUX01563NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,TPAX00376NA,MAT,2500,,
2026-04,2026-04-04 00:00:00,,HOUX02742NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,CORX00081NA,MAT,1000,,
2026-04,2026-04-04 00:00:00,,EAD65616822-C,WIP,1000,,
2026-04,2026-04-04 00:00:00,,EAD65616818-C,WIP,1000,,
2026-04,2026-04-04 00:00:00,,EAD62090005-C,WIP,2000,,
2026-04,2026-04-04 00:00:00,,EAD62468244-C,WIP,4000,,
2026-04,2026-04-04 00:00:00,,EAD64587804-C,WIP,3000,,
2026-04,2026-04-04 00:00:00,,6850EC3006X-C,WIP,1000,,
2026-04,2026-04-06 00:00:00,,EAD66091501-C,WIP,1000,,
2026-04,2026-04-06 00:00:00,,EAD65616818-C,WIP,1000,,
2026-04,2026-04-06 00:00:00,,EAD62428629-C,WIP,1000,,
2026-04,2026-04-06 00:00:00,,EAD62468244-C,WIP,4000,,
2026-04,2026-04-06 00:00:00,,6850EC3006V-C,WIP,2000,,
2026-04,2026-04-06 00:00:00,,EAD64587804-C,WIP,3000,,
2026-04,2026-04-06 00:00:00,,EAD66091501-C-TUBA-089,TUB,1000,,
2026-04,2026-04-06 00:00:00,,EAD62428629-C-TUBA-085,TUB,1000,,
2026-04,2026-04-06 00:00:00,,FOMA00399NA,MAT,30,,
2026-04,2026-04-06 00:00:00,,FOMA00392NA,MAT,110,,
2026-04,2026-04-06 00:00:00,,TPAX00389NA,MAT,150,,
2026-04,2026-04-06 00:00:00,,HOUX00400NA,MAT,550,,
2026-04,2026-04-06 00:00:00,,HOUX00213NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX00659NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,HOUX01107NA,MAT,464,,
2026-04,2026-04-06 00:00:00,,HOUX01113NA,MAT,404,,
2026-04,2026-04-06 00:00:00,,HOUX01114NA,MAT,4000,,
2026-04,2026-04-06 00:00:00,,HOUX01122NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,HOUX01124NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,HOUX01132NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX01191NA,MAT,4000,,
2026-04,2026-04-06 00:00:00,,HOUX01195NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,HOUX01204NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,HOUX01206NA,MAT,3300,,
2026-04,2026-04-06 00:00:00,,HOUX01211NA,MAT,5000,,
2026-04,2026-04-06 00:00:00,,HOUX01213NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX01215NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,HOUX01216NA,MAT,6600,,
2026-04,2026-04-06 00:00:00,,HOUX01217NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,HOUX01364NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,SELA00035NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,SELA00037NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,TAPB00003NA,MAT,10890,,
2026-04,2026-04-06 00:00:00,,TAPA00013NA,MAT,20080,,
2026-04,2026-04-06 00:00:00,,TPAX00107NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,TPAX00197NA,MAT,8000,,
2026-04,2026-04-06 00:00:00,,TPAX00198NA,MAT,8300,,
2026-04,2026-04-06 00:00:00,,TPAX00200NA,MAT,4000,,
2026-04,2026-04-06 00:00:00,,TPAX00206NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,TPAX00209NA,MAT,10000,,
2026-04,2026-04-06 00:00:00,,TPAX00244NA,MAT,6000,,
2026-04,2026-04-06 00:00:00,,TPAX00336NA,MAT,5000,,
2026-04,2026-04-06 00:00:00,,TPAX00345NA,MAT,12000,,
2026-04,2026-04-06 00:00:00,,HOUX01969NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,BAGA00033NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX01081NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX01842NA,MAT,2500,,
2026-04,2026-04-06 00:00:00,,TPAX00385NA,MAT,4000,,
2026-04,2026-04-06 00:00:00,,HOUX02048NA,MAT,4000,,
2026-04,2026-04-06 00:00:00,,TPAX00376NA,MAT,4000,,
2026-04,2026-04-06 00:00:00,,TPAX00384NA,MAT,545,,
2026-04,2026-04-06 00:00:00,,TPAX00377NA,MAT,920,,
2026-04,2026-04-06 00:00:00,,CORX00035NA,MAT,300,,
2026-04,2026-04-06 00:00:00,,CORX00038NA,MAT,300,,
2026-04,2026-04-06 00:00:00,,HOUX00065NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,HOUX00627NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX00850NA,MAT,1500,,
2026-04,2026-04-06 00:00:00,,HOUX01084NA,MAT,800,,
2026-04,2026-04-06 00:00:00,,HOUX01123NA,MAT,300,,
2026-04,2026-04-06 00:00:00,,HOUX01130NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX01136NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX01139NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX01148NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX01149NA,MAT,500,,
2026-04,2026-04-06 00:00:00,,HOUX01156NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX01194NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX01239NA,MAT,1500,,
2026-04,2026-04-06 00:00:00,,HOUX01251NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,SELA00032NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,TPAX00051NA,MAT,600,,
2026-04,2026-04-06 00:00:00,,TPAX00101NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,TPAX00117NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,TPAX00142NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,TPAX00199NA,MAT,3000,,
2026-04,2026-04-06 00:00:00,,TPAX00201NA,MAT,4000,,
2026-04,2026-04-06 00:00:00,,TPAX00202NA,MAT,1600,,
2026-04,2026-04-06 00:00:00,,TPAX00205NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,TPAX00215NA,MAT,1500,,
2026-04,2026-04-06 00:00:00,,TPAX00219NA,MAT,5000,,
2026-04,2026-04-06 00:00:00,,TPAX00299NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX01548NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,TPAX00288NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,CATX00072NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX00458NA,MAT,300,,
2026-04,2026-04-06 00:00:00,,HOUX00492NA,MAT,300,,
2026-04,2026-04-06 00:00:00,,TPAX00111NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,TPAX00211NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,TPAX00141NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX00027NA,MAT,500,,
2026-04,2026-04-06 00:00:00,,HOUX00398NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX02060NA,MAT,4000,,
2026-04,2026-04-06 00:00:00,,TPAX00388NA,MAT,2600,,
2026-04,2026-04-06 00:00:00,,HOUX00399NA,MAT,500,,
2026-04,2026-04-06 00:00:00,,TPAX00373NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX00140NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX00139NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX00316NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,TPAX00010NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,TPAX00009NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,TPAX00146NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,TPAX00143NA,MAT,500,,
2026-04,2026-04-06 00:00:00,,HOUX02491NA,MAT,500,,
2026-04,2026-04-06 00:00:00,,HOUX00444NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX02121NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX00445NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX00443NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX00666NA,MAT,4000,,
2026-04,2026-04-06 00:00:00,,HOUX00667NA,MAT,8000,,
2026-04,2026-04-06 00:00:00,,HOUX00082NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX00133NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX00978NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX01538NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX01553NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,TPAX00047NA,MAT,6000,,
2026-04,2026-04-06 00:00:00,,TPAX00001NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,TPAX00284NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,TPAX00291NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX00234NA,MAT,2000,,
2026-04,2026-04-06 00:00:00,,HOUX01562NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX01563NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX02074NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,HOUX02742NA,MAT,1000,,
2026-04,2026-04-06 00:00:00,,CORX00181NA,MAT,300,,
2026-04,2026-04-06 00:00:00,,CORX00016NA,MAT,300,,
2026-04,2026-04-06 00:00:00,,CORX00081NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,EAD65616822-C,WIP,1000,,
2026-04,2026-04-07 00:00:00,,EAD65616818-C,WIP,1000,,
2026-04,2026-04-07 00:00:00,,EAD62428629-C,WIP,2000,,
2026-04,2026-04-07 00:00:00,,EAD66010222-C,WIP,1000,,
2026-04,2026-04-07 00:00:00,,EAD66065901-C,WIP,1000,,
2026-04,2026-04-07 00:00:00,,6850EC3006V-C,WIP,2000,,
2026-04,2026-04-07 00:00:00,,EAD64587804-C,WIP,3000,,
2026-04,2026-04-07 00:00:00,,EAD66006019-C,WIP,2000,,
2026-04,2026-04-07 00:00:00,,EAD62428629-C-TUBA-085,TUB,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00065NA,MAT,5000,,
2026-04,2026-04-07 00:00:00,,HOUX00494NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01084NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX01128NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TAPB00003NA,MAT,3060,,
2026-04,2026-04-07 00:00:00,,TAPA00013NA,MAT,11540,,
2026-04,2026-04-07 00:00:00,,TPAX00048NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00051NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00080NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00097NA,MAT,4000,,
2026-04,2026-04-07 00:00:00,,TPAX00101NA,MAT,8000,,
2026-04,2026-04-07 00:00:00,,BAGD00004NA,MAT,20,,
2026-04,2026-04-07 00:00:00,,TPAX00004NA,MAT,13000,,
2026-04,2026-04-07 00:00:00,,HOUX01086NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00021NA,MAT,3000,,
2026-04,2026-04-07 00:00:00,,HOUX00341NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00231NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX01081NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX01519NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00279NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00374NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00453NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01931NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00111NA,MAT,6000,,
2026-04,2026-04-07 00:00:00,,TPAX00147NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00383NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00234NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00057NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00858NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00820NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00132NA,MAT,4000,,
2026-04,2026-04-07 00:00:00,,TPAX00307NA,MAT,4000,,
2026-04,2026-04-07 00:00:00,,TPAX00027NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01540NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00285NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00070NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00739NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX01605NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX02087NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00389NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01085NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,MLDA00207NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00005NA,MAT,3000,,
2026-04,2026-04-07 00:00:00,,HOUX01936NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00385NA,MAT,4000,,
2026-04,2026-04-07 00:00:00,,TPAX00383NA,MAT,8000,,
2026-04,2026-04-07 00:00:00,,TPAX00388NA,MAT,4000,,
2026-04,2026-04-07 00:00:00,,HOUX01932NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00745NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00373NA,MAT,7000,,
2026-04,2026-04-07 00:00:00,,TPAX00146NA,MAT,3000,,
2026-04,2026-04-07 00:00:00,,HOUX00661NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01476NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX01245NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00315NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00385NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00258NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00855NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00396NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,SLVA00014NA,MAT,4000,,
2026-04,2026-04-07 00:00:00,,TPAX00217NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00235NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00145NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00139NA,MAT,3000,,
2026-04,2026-04-07 00:00:00,,HOUX00400NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00143NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00852NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00848NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00140NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,COVC00042NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,COVC00047NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00487NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00448NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00182NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00048NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00053NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00015NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00853NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00144NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00243NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01694NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00753NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00847NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01659NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00028NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00055NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00116NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00495NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX02724NA,MAT,3000,,
2026-04,2026-04-07 00:00:00,,TPAX00563NA,MAT,6000,,
2026-04,2026-04-07 00:00:00,,HOUX02742NA,MAT,1500,,
2026-04,2026-04-07 00:00:00,,HOUX00627NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00850NA,MAT,1500,,
2026-04,2026-04-07 00:00:00,,HOUX01124NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01136NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01139NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01148NA,MAT,500,,
2026-04,2026-04-07 00:00:00,,HOUX01156NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX01194NA,MAT,500,,
2026-04,2026-04-07 00:00:00,,HOUX01195NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01206NA,MAT,500,,
2026-04,2026-04-07 00:00:00,,HOUX01213NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01215NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01216NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX01217NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01239NA,MAT,1500,,
2026-04,2026-04-07 00:00:00,,HOUX01251NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01364NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,SELA00032NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00117NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00142NA,MAT,2500,,
2026-04,2026-04-07 00:00:00,,TPAX00199NA,MAT,1500,,
2026-04,2026-04-07 00:00:00,,TPAX00201NA,MAT,4000,,
2026-04,2026-04-07 00:00:00,,TPAX00202NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00205NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00215NA,MAT,1500,,
2026-04,2026-04-07 00:00:00,,TPAX00219NA,MAT,4000,,
2026-04,2026-04-07 00:00:00,,TPAX00244NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00299NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX01548NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00288NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,CATX00072NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01842NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00141NA,MAT,1500,,
2026-04,2026-04-07 00:00:00,,HOUX00027NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00398NA,MAT,1500,,
2026-04,2026-04-07 00:00:00,,HOUX02060NA,MAT,3000,,
2026-04,2026-04-07 00:00:00,,HOUX00399NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00140NA,MAT,500,,
2026-04,2026-04-07 00:00:00,,HOUX00139NA,MAT,500,,
2026-04,2026-04-07 00:00:00,,HOUX00316NA,MAT,500,,
2026-04,2026-04-07 00:00:00,,TPAX00010NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00009NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00444NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX02121NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00445NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00443NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00666NA,MAT,4000,,
2026-04,2026-04-07 00:00:00,,HOUX00667NA,MAT,8000,,
2026-04,2026-04-07 00:00:00,,HOUX00082NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00133NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX00978NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX01538NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX01553NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00047NA,MAT,6000,,
2026-04,2026-04-07 00:00:00,,TPAX00001NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00284NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,TPAX00291NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX00234NA,MAT,2000,,
2026-04,2026-04-07 00:00:00,,HOUX01562NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,HOUX01563NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,TPAX00376NA,MAT,1000,,
2026-04,2026-04-07 00:00:00,,CORX00081NA,MAT,951,,
2026-04,2026-04-08 00:00:00,,BAGA00007NA,MAT,7015,,
2026-04,2026-04-08 00:00:00,,SELA00035NA,MAT,5000,,
2026-04,2026-04-08 00:00:00,,HOUX01566NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX01127NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX01213NA,MAT,3000,,
2026-04,2026-04-08 00:00:00,,HOUX00665NA,MAT,16000,,
2026-04,2026-04-08 00:00:00,,HOUX01107NA,MAT,1536,,
2026-04,2026-04-08 00:00:00,,HOUX01113NA,MAT,1596,,
