Period,Số tờ khai,Ngày TK,Mã loại hình,Số hóa đơn,Mã NVL,Tên hàng,ĐVT,Type,QTY INPUT,Ngày giao hàng,QTY RETURN,Remark
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01217NA,"HOUX01217NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.66x2.06x0.75 cm, SL-58T RD, hàng mới 100%, loại HOUX01217NA",PCE,MAT,2500,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01239NA,"HOUX01239NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.36x1.26x1.0 cm, SMH200-06H, hàng mới 100%, loại HOUX01239NA",PCE,MAT,5000,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01251NA,"HOUX01251NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.16x0.78x0.65 cm, SMH200-10H, hàng mới 100%, loại HOUX01251NA",PCE,MAT,1000,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01362NA,"HOUX01362NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.2x1.1x0.5 cm, SMH600-03D(YE), hàng mới 100%, loại HOUX01362NA",PCE,MAT,500,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01364NA,"HOUX01364NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.2x1.53x1.2 cm, SMH600-04D, hàng mới 100%, loại HOUX01364NA",PCE,MAT,2500,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,SELA00029NA,"SELA00029NA#&Miếng đệm bằng nhựa dẻo dùng để cố định dây điện và đầu nối, PWEG-03, hàng mới 100%, loại SELA00029NA",PCE,MAT,4000,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,SELA00032NA,"SELA00032NA#&Miếng đệm bằng nhựa dẻo dùng để cố định dây điện và đầu nối, SL-15S2(GY), hàng mới 100%, loại SELA00032NA",PCE,MAT,1000,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TAPB00003NA,"TAPB00003NA#&Băng dính bằng vải acetate để quấn dây điện, rộng: 19mm, ACETATE W19, hàng mới 100%, loại TAPB00003NA",MTR,MAT,4440,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TAPA00013NA,"TAPA00013NA#&Băng dính điện PVC kích thước 0.10mmx19mmx20m, PVC Tape 19*20, hàng mới 100%, loại TAPA00013NA",MTR,MAT,13480,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00080NA,"TPAX00080NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 631168-2, hàng mới 100%, loại TPAX00080NA",PCE,MAT,1500,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00101NA,"TPAX00101NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 634487-2, hàng mới 100%, loại TPAX00101NA",PCE,MAT,5500,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00107NA,"TPAX00107NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), 635043-1, hàng mới 100%, loại TPAX00107NA",PCE,MAT,2500,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00117NA,"TPAX00117NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 635636-3, hàng mới 100%, loại TPAX00117NA",PCE,MAT,1000,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00142NA,"TPAX00142NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 917701-1, hàng mới 100%, loại TPAX00142NA",PCE,MAT,1000,,,
2026-04,108119335660,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00197NA,"TPAX00197NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), PWBS-02V, hàng mới 100%, loại TPAX00197NA",PCE,MAT,7000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00198NA,"TPAX00198NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), PWBS-03V, hàng mới 100%, loại TPAX00198NA",PCE,MAT,12000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00199NA,"TPAX00199NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), PWBS-04V, hàng mới 100%, loại TPAX00199NA",PCE,MAT,6000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00200NA,"TPAX00200NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), PWBS-05V, hàng mới 100%, loại TPAX00200NA",PCE,MAT,3000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00201NA,"TPAX00201NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), PWCS-02V, hàng mới 100%, loại TPAX00201NA",PCE,MAT,4000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00202NA,"TPAX00202NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), PWCS-03V, hàng mới 100%, loại TPAX00202NA",PCE,MAT,2500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00203NA,"TPAX00203NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), PWES-03V-R, hàng mới 100%, loại TPAX00203NA",PCE,MAT,4000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00205NA,"TPAX00205NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), SL-15TPA, hàng mới 100%, loại TPAX00205NA",PCE,MAT,1000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00206NA,"TPAX00206NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), SL-15TPA RD, hàng mới 100%, loại TPAX00206NA",PCE,MAT,2500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00209NA,"TPAX00209NA#&Chốt khóa bằng nhựa(Cố định dây điện và đầu nối), SL-58TPA, hàng mới 100%, loại TPAX00209NA",PCE,MAT,10000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00215NA,"TPAX00215NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), SMH200-06HRT(RE), hàng mới 100%, loại TPAX00215NA",PCE,MAT,5000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00219NA,"TPAX00219NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), SMH200-10HRT(RE), hàng mới 100%, loại TPAX00219NA",PCE,MAT,4000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00244NA,"TPAX00244NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), SMH600-02DRT(RE), hàng mới 100%, loại TPAX00244NA",PCE,MAT,5000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00246NA,"TPAX00246NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), SMH600-03DRT(RE), hàng mới 100%, loại TPAX00246NA",PCE,MAT,1500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00299NA,"TPAX00299NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), YH500-03CRT(RE), hàng mới 100%, loại TPAX00299NA",PCE,MAT,3500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01238NA,"HOUX01238NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.4x0.8x0.5 cm , SMH200-06, hàng mới 100%, loại HOUX01238NA",PCE,MAT,4000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,BAGD00004NA,"BAGD00004NA#&Túi nhựa PP, dùng để đóng hàng, KT : 17X24cm, hàng mới 100%, loại BAGD00004NA",PCE,MAT,20,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00004NA,"TPAX00004NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), 635317, hàng mới 100%, loại TPAX00004NA",PCE,MAT,3000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00663NA,"HOUX00663NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2x3x3cm, 615310T, hàng mới 100%, loại HOUX00663NA",PCE,MAT,3000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00336NA,"TPAX00336NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 2369510-1, hàng mới 100%, loại TPAX00336NA",PCE,MAT,3000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00021NA,"HOUX00021NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 18x11x9 mm , 614538, hàng mới 100%, loại HOUX00021NA",PCE,MAT,500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,BAGA00005NA,"BAGA00005NA#&Túi ni lông nhựa PE để đựng sản phẩm kích thước (dày 0.1mm , 100mmx150mm), 480 chiếc=1kg, PE BAG 100*150*1T WH(FLAME RETARDANT), hàng mới 100%, loại BAGA00005NA",PCE,MAT,1500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01548NA,"HOUX01548NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 37.18x33.18x31.68mm, YH396-09JR, hàng mới 100%, loại HOUX01548NA",PCE,MAT,3500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00288NA,"TPAX00288NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), YH396-09JRT(RE), hàng mới 100%, loại TPAX00288NA",PCE,MAT,3500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,CATX00072NA,"CATX00072NA#&Dây thít bằng nhựa, CT 100 *2.5 mm, hàng mới 100%, loại CATX00072NA",PCE,MAT,1000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,SELA00036NA,"SELA00036NA#&Miếng đệm bằng nhựa dẻo dùng để cố định dây điện và đầu nối, SL-47S1, hàng mới 100%, loại SELA00036NA",PCE,MAT,1500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01842NA,"HOUX01842NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 23x11.2x10 mm, 2369507-1, hàng mới 100%, loại HOUX01842NA",PCE,MAT,1500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00141NA,"TPAX00141NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 917700-1, hàng mới 100%, loại TPAX00141NA",PCE,MAT,1000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00027NA,"TPAX00027NA#&Chốt khóa bằng nhựa(Cố định dây điện và đầu nối), 177918-1, hàng mới 100%, loại TPAX00027NA",PCE,MAT,500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00398NA,"HOUX00398NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 18.5x13.1x6.5mm, 316088-1, hàng mới 100%, loại HOUX00398NA",PCE,MAT,1000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00005NA,"TPAX00005NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), 635318, hàng mới 100%, loại TPAX00005NA",PCE,MAT,500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX02060NA,"HOUX02060NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 27x10.8x11.3mm, SMH200-H10H3, hàng mới 100%, loại HOUX02060NA",PCE,MAT,3000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00373NA,"TPAX00373NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), XMS-08V / PWASX-08V-K, hàng mới 100%, loại TPAX00373NA",PCE,MAT,3000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00140NA,"HOUX00140NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.8x1.16x1.13 cm, 1201-12126, hàng mới 100%, loại HOUX00140NA",PCE,MAT,1000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00139NA,"HOUX00139NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.6x1.16x1.13 cm, 1201-12124, hàng mới 100%, loại HOUX00139NA",PCE,MAT,1000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00316NA,"HOUX00316NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 3.46x2.05x1.4 cm, 2108505-1, hàng mới 100%, loại HOUX00316NA",PCE,MAT,1000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00010NA,"TPAX00010NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 1201-18226, hàng mới 100%, loại TPAX00010NA",PCE,MAT,2000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00009NA,"TPAX00009NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 1201-18224, hàng mới 100%, loại TPAX00009NA",PCE,MAT,2000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00146NA,"TPAX00146NA#&Chốt khóa bằng nhựa(Cố định dây điện và đầu nối), 917705-1, hàng mới 100%, loại TPAX00146NA",PCE,MAT,3000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00746NA,"HOUX00746NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 3x3.4x1.4cm, 625308T, hàng mới 100%, loại HOUX00746NA",PCE,MAT,500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01476NA,"HOUX01476NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.23x1.59x1.18 cm, XMP-16V-WGL1, hàng mới 100%, loại HOUX01476NA",PCE,MAT,500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01245NA,"HOUX01245NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 35*25*16 mm, SMH200-08H, hàng mới 100%, loại HOUX01245NA",PCE,MAT,500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00315NA,"HOUX00315NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 35*25*16 mm, 2108504-1, hàng mới 100%, loại HOUX00315NA",PCE,MAT,500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00385NA,"HOUX00385NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 35*25*16 mm, 25048HS-08, hàng mới 100%, loại HOUX00385NA",PCE,MAT,500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00258NA,"HOUX00258NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 35*25*16 mm, 179463-1, hàng mới 100%, loại HOUX00258NA",PCE,MAT,500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00855NA,"HOUX00855NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 35*25*16 mm, 917692-1, hàng mới 100%, loại HOUX00855NA",PCE,MAT,500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00396NA,"HOUX00396NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 35*25*16 mm, 316086-1, hàng mới 100%, loại HOUX00396NA",PCE,MAT,500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,SLVA00014NA,"SLVA00014NA#&Khớp nối ống dây điện bằng nhựa, kt: 21.5x5.7x2.3 mm, DFA18-2.8(UL), hàng mới 100%, loại SLVA00014NA",PCE,MAT,1000,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00217NA,"TPAX00217NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), SMH200-08HRT, hàng mới 100%, loại TPAX00217NA",PCE,MAT,500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00235NA,"TPAX00235NA#&Chốt khóa bằng nhựa(Cố định dây điện và đầu nối), SMH250J-08RT(RE), hàng mới 100%, loại TPAX00235NA",PCE,MAT,500,,,
2026-04,108119347340,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00145NA,"TPAX00145NA#&Chốt khóa bằng nhựa(Cố định dây điện và đầu nối), 917704-1, hàng mới 100%, loại TPAX00145NA",PCE,MAT,500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00139NA,"TPAX00139NA#&Chốt khóa bằng nhựa(Cố định dây điện và đầu nối), 917698-1, hàng mới 100%, loại TPAX00139NA",PCE,MAT,500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00444NA,"HOUX00444NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.3* 0.6*1.3cm, 35128-0200, hàng mới 100%, loại HOUX00444NA",PCE,MAT,2500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX02121NA,"HOUX02121NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt:3.5*1.06*2.5cm, EH688.500-007-A-A35-960-A, hàng mới 100%, loại HOUX02121NA",PCE,MAT,3500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00445NA,"HOUX00445NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.3* 0.6*1.3cm, 35128-1000, hàng mới 100%, loại HOUX00445NA",PCE,MAT,3500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00443NA,"HOUX00443NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 3.85* 1.58*1.73cm, 35127-1000, hàng mới 100%, loại HOUX00443NA",PCE,MAT,3500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00666NA,"HOUX00666NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 3.25* 1.36*0.76cm, 615571-1, hàng mới 100%, loại HOUX00666NA",PCE,MAT,7000,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00665NA,"HOUX00665NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.75* 1.6*0.9cm, 615570-2, hàng mới 100%, loại HOUX00665NA",PCE,MAT,8000,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00667NA,"HOUX00667NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.75* 0.76*2.71cm, 615572-5, hàng mới 100%, loại HOUX00667NA",PCE,MAT,14000,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00082NA,"HOUX00082NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 3.42* 0.76*1.91cm, 631130, hàng mới 100%, loại HOUX00082NA",PCE,MAT,3500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00133NA,"HOUX00133NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 4.37* 0.96*1.32cm, 1-174712-1, hàng mới 100%, loại HOUX00133NA",PCE,MAT,1000,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00978NA,"HOUX00978NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 3.5* 0.9*2.5cm, EH688-500-007-B35, hàng mới 100%, loại HOUX00978NA",PCE,MAT,3500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01538NA,"HOUX01538NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.53*0.72*1.33cm, YH396-06JR, hàng mới 100%, loại HOUX01538NA",PCE,MAT,3500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01553NA,"HOUX01553NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 4.51* 0.72*1.33cm, YH396-11JR, hàng mới 100%, loại HOUX01553NA",PCE,MAT,3500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00047NA,"TPAX00047NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 35129-0500, hàng mới 100%, loại TPAX00047NA",PCE,MAT,10500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00001NA,"TPAX00001NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 35129-0200, hàng mới 100%, loại TPAX00001NA",PCE,MAT,2500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00284NA,"TPAX00284NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), YH396-06JRT(RE), hàng mới 100%, loại TPAX00284NA",PCE,MAT,3500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00291NA,"TPAX00291NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), YH396-11JRT(RE), hàng mới 100%, loại TPAX00291NA",PCE,MAT,3500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX00234NA,"HOUX00234NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.9* 0.9*0.8cm, 176282-1, hàng mới 100%, loại HOUX00234NA",PCE,MAT,3500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01562NA,"HOUX01562NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 0.78x0.76x0.58 cm, YH396-H05PL, hàng mới 100%, loại HOUX01562NA",PCE,MAT,1000,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX01563NA,"HOUX01563NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), YH396-H05PR(RE), hàng mới 100%, loại HOUX01563NA",PCE,MAT,1000,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,TPAX00376NA,"TPAX00376NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), XMS-11V / PWASX-11V-K, hàng mới 100%, loại TPAX00376NA",PCE,MAT,2500,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,HOUX02742NA,"HOUX02742NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 23.54x9.25x13.3 mm, XMR-16V-1WGL1, hàng mới 100%, loại HOUX02742NA",PCE,MAT,1000,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,CORX00081NA,"CORX00081NA#&Lõi từ (dạng hình nhẫn) để lọc nhiễu dòng điện cho máy giặt và máy hút ẩm, hàng mới 100%, loại CORX00081NA",PCE,MAT,1000,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,EAD65616822-C,"EAD65616822-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho lò nướng, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD65616822-C",SET/ Bộ,WIP,1000,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,EAD65616818-C,"EAD65616818-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho lò nướng, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD65616818-C",SET/ Bộ,WIP,1000,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,EAD62090005-C,"EAD62090005-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho tủ lạnh, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD62090005-C",SET/ Bộ,WIP,2000,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,EAD62468244-C,"EAD62468244-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho máy giặt, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD62468244-C",SET/ Bộ,WIP,4000,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,EAD64587804-C,"EAD64587804-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho máy giặt, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD64587804-C",SET/ Bộ,WIP,3000,,,
2026-04,108119350510,2026-04-04 00:00:00,E21,HSEVN-CK2026040006-PC,6850EC3006X-C,"6850EC3006X-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho máy giặt, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, loại 6850EC3006X-C",SET/ Bộ,WIP,1000,,,
2026-04,108124579400,2026-04-06 00:00:00,E21,HSEVN-CK2026040007-PC,EAD66091501-C,"EAD66091501-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho tủ lạnh , bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD66091501-C",SET/ Bộ,WIP,1000,,,
2026-04,108124579400,2026-04-06 00:00:00,E21,HSEVN-CK2026040007-PC,EAD65616818-C,"EAD65616818-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho lò nướng, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD65616818-C",SET/ Bộ,WIP,1000,,,
