Period,Số tờ khai,Ngày TK,Mã loại hình,Số hóa đơn,Mã NVL,Tên hàng,ĐVT,Type,QTY INPUT,Ngày giao hàng,QTY RETURN,Remark
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,HOUX00234NA,"HOUX00234NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.9* 0.9*0.8cm, 176282-1, hàng mới 100%, loại HOUX00234NA",PCE,MAT,2000,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,HOUX01562NA,"HOUX01562NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 0.78x0.76x0.58 cm, YH396-H05PL, hàng mới 100%, loại HOUX01562NA",PCE,MAT,1000,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,HOUX01563NA,"HOUX01563NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), YH396-H05PR(RE), hàng mới 100%, loại HOUX01563NA",PCE,MAT,1000,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,TPAX00376NA,"TPAX00376NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), XMS-11V / PWASX-11V-K, hàng mới 100%, loại TPAX00376NA",PCE,MAT,1100,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,TPAX00384NA,"TPAX00384NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), XMS-06V / PWASX-06V-K, hàng mới 100%, loại TPAX00384NA",PCE,MAT,200,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,TPAX00377NA,"TPAX00377NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), XMS-10V / PWASX-10V-K, hàng mới 100%, loại TPAX00377NA",PCE,MAT,380,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,BAGA00007NA,"BAGA00007NA#&Túi ni lông nhựa PE để đựng sản phẩm kích thước (dày 0.1mm , 100mmx200mm), 320 chiếc= 1kg, PE BAG 100*200*1T WH(FLAME RETARDANT), hàng mới 100%, loại BAGA00007NA",PCE,MAT,2500,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,CORX00081NA,"CORX00081NA#&Lõi từ (dạng hình nhẫn) để lọc nhiễu dòng điện cho máy giặt và máy hút ẩm, hàng mới 100%, loại CORX00081NA",PCE,MAT,2000,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,HOUX00378NA,"HOUX00378NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.55x1.31x1.0 cm, 25048HS-05, hàng mới 100%, loại HOUX00378NA",PCE,MAT,280,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,HOUX01106NA,"HOUX01106NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.5x1.36x1 cm, PWAP-05V-WGL1, hàng mới 100%, loại HOUX01106NA",PCE,MAT,1000,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,HOUX01152NA,"HOUX01152NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.92x1.8x0.46 cm, PWCP-03V-WGL1-R, hàng mới 100%, loại HOUX01152NA",PCE,MAT,500,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,HOUX01213NA,"HOUX01213NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.9x1.4x0.9 cm, SL-49P, hàng mới 100%, loại HOUX01213NA",PCE,MAT,500,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,HOUX01215NA,"HOUX01215NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.66*2.06*0.77 cm, SL-58T, hàng mới 100%, loại HOUX01215NA",PCE,MAT,500,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,SELA00031NA,"SELA00031NA#&Miếng đệm bằng nhựa dẻo dùng để cố định dây điện và đầu nối, SL-15S2 WH, hàng mới 100%, loại SELA00031NA",PCE,MAT,560,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,TPAX00402NA,"TPAX00402NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), KT: 6x12.5x7mm, SL-59TPA, hàng mới 100%, loại TPAX00402NA",PCE,MAT,280,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,HOUX01273NA,"HOUX01273NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 10x8.75x6 mm, SMH200-H04PR, hàng mới 100%, loại HOUX01273NA",PCE,MAT,280,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,EAD65616822-C,"EAD65616822-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho lò nướng, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD65616822-C",SET/ Bộ,WIP,1000,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,7200007556-C,"7200007556-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho máy rút tiền, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại 7200007556-C",SET/ Bộ,WIP,289,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,EAD62090005-C,"EAD62090005-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho tủ lạnh, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD62090005-C",SET/ Bộ,WIP,2000,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,EAD65616818-C,"EAD65616818-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho lò nướng, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD65616818-C",SET/ Bộ,WIP,1000,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,EAD64545392-C,"EAD64545392-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho máy giặt, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD64545392-C",SET/ Bộ,WIP,1000,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,EAD62468244-C,"EAD62468244-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho máy giặt, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD62468244-C",SET/ Bộ,WIP,4000,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,EAD64587804-C,"EAD64587804-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho máy giặt, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD64587804-C",SET/ Bộ,WIP,6000,,,
2026-04,108136242320,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,7200007556-C-TUBC-210,"7200007556-C-TUBC-210#&Ống co nhiệt dùng bảo vệ dây điện,không kết hợp vật liệu khác,không kèm phụ kiện,phi 4 bk bằng nhựa, hàng mới 100%,loại TUBC00210NA",PCE,WIP,289,,,
2026-04,108136243460,2026-04-09 00:00:00,E21,HSEVN-CK2026040010-PC,EAD64545392-C-TUBA-075,"EAD64545392-C-TUBA-075#&Ống giữ dây điện bằng nhựa, dạng mềm, không kèm các phụ kiện khác, phi 5.8 mm BK, VIT-300 #3, hàng mới 100%, loại TUBA00075NA",PCE,WIP,1000,,,
2026-04,108136243460,2026-04-09 00:00:00,E21,HSEVN-CK2026040011-PC,EAD63913527-C,"EAD63913527-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho tủ lạnh, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD63913527-C",SET/ Bộ,WIP,1000,,,
2026-04,108136243460,2026-04-09 00:00:00,E21,HSEVN-CK2026040011-PC,EAD63913527-C-TUBA-089,"EAD63913527-C-TUBA-089#&Ống giữ dây điện bằng nhựa PVC, dạng mềm, không kèm các phụ kiện khác, phi 8mm, VIT-600 8 T1, hàng mới 100%, loại TUBA00089NA",PCE,WIP,1000,,,
2026-04,108136243460,2026-04-09 00:00:00,E21,HSEVN-CK2026040011-PC,EAD63913527-C-TUBC-114,"EAD63913527-C-TUBC-114#&Ống giữ dây điện bằng nhựa, dạng mềm, không kèm các phụ kiện khác, phi 6.0mm (6.0 BK), HEAT SHRINK HKCT2(HF) 6.0mm BK, hàng mới 100%, loại TUBC00114NA",PCE,WIP,1000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,EAD63911348-C,"EAD63911348-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho tủ lạnh, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD63911348-C",SET/ Bộ,WIP,1000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,EAD65616818-C,"EAD65616818-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho lò nướng, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD65616818-C",SET/ Bộ,WIP,1000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,EAD65895024-C,"EAD65895024-C#&Bán thành phẩm-Bộ dây dẫn điện dùng chotủ lạnh , bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD65895024-C",SET/ Bộ,WIP,1500,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,6850EC3006V-C,"6850EC3006V-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho máy giặt, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại 6850EC3006V-C",SET/ Bộ,WIP,2000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,EAD66006019-C,"EAD66006019-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho máy giặt, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, loại EAD66006019-C",SET/ Bộ,WIP,2000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,EAD64587804-C,"EAD64587804-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho máy giặt, bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, hàng mới 100%, loại EAD64587804-C",SET/ Bộ,WIP,4000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,EAD64169023-C,"EAD64169023-C#&Bán thành phẩm-Bộ dây dẫn điện dùng cho máy giặt , bọc plastic, đường kính lõi không quá 5mm, đã gắn đầu nối, loại EAD64169023-C",SET/ Bộ,WIP,1000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,EAD63911348-C-TUBA-089,"EAD63911348-C-TUBA-089#&Ống giữ dây điện bằng nhựa PVC, dạng mềm, không kèm các phụ kiện khác, phi 8mm, VIT-600 8 T1, hàng mới 100%, loại TUBA00089NA",PCE,WIP,1000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,EAD65895024-C-TUBC-101,"EAD65895024-C-TUBC-101#&Ống giữ dây điện bằng nhựa, dạng mềm, không kèm các phụ kiện khác, phi 18.0mm BK, HEAT SHRINK HKCT2(HF) 18.0mm BK, hàng mới 100%, loại TUBC00101NA",PCE,WIP,1500,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX00539NA,"HOUX00539NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 4.5*1*1.9 cm, 35189-0390, loại HOUX00539NA",PCE,MAT,840,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX00589NA,"HOUX00589NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 4.2x2.0x1.0 cm, 49506-0700, hàng mới 100%, loại HOUX00589NA",PCE,MAT,280,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01124NA,"HOUX01124NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.9x1.4x1.0 cm, PWBP-04V-WGL1, hàng mới 100%, loại HOUX01124NA",PCE,MAT,2030,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01160NA,"HOUX01160NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.0x1.6x0.5 cm, PWEP-03V-WGL1-S, hàng mới 100%, loại HOUX01160NA",PCE,MAT,280,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01190NA,"HOUX01190NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.2x1.92x0.95 cm, SL-11T, hàng mới 100%, loại HOUX01190NA",PCE,MAT,560,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01195NA,"HOUX01195NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.82x1.92x1.38 cm, SL-15TF RD, hàng mới 100%, loại HOUX01195NA",PCE,MAT,2280,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01200NA,"HOUX01200NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.63x2.27x0.9 cm, SL-19T, hàng mới 100%, loại HOUX01200NA",PCE,MAT,280,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00065NA,TPAX00065NA#&#N/A,PCE,MAT,280,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00206NA,"TPAX00206NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), SL-15TPA RD, hàng mới 100%, loại TPAX00206NA",PCE,MAT,2280,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01095NA,"HOUX01095NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, KT: 2.8x1.9x1.9cm, PS-250-2B-11-WGL1-KBR, hàng mới 100%, loại HOUX01095NA",PCE,MAT,280,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX02142NA,"HOUX02142NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 26x12x7mm, SL-59T, hàng mới 100%, loại HOUX02142NA",PCE,MAT,280,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX02305NA,"HOUX02305NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 3.5x1.1x1.1cm, PNDP-34V-E, hàng mới 100%, loại HOUX02305NA",PCE,MAT,274,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX02544NA,"HOUX02544NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 11x8.6x6 mm, SMH200-H04H3, loại HOUX02544NA",PCE,MAT,140,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,BAGC00005NA,"BAGC00005NA#&Túi xốp hơi bằng nhựa PE, dùng để đóng hàng chống va đập, KT 50x80mm, hàng mới 100%, loại BAGC00005NA",PCE,MAT,300,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,BNDC00002NA,"BNDC00002NA#&Dây thun cao su, hình vòng, đường kính 15 mm, dùng để buộc hàng 1 kg = 11200 pce, hàng mới 100%, loại BNDC00002NA",PCE,MAT,300,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX00015NA,"HOUX00015NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.46x1x1.3 cm, 611933, hàng mới 100%, loại HOUX00015NA",PCE,MAT,900,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX00065NA,"HOUX00065NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt:1.0x1.8x1 cm, 624537, hàng mới 100%, loại HOUX00065NA",PCE,MAT,2000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX00211NA,"HOUX00211NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.6x2.2x2.0 cm, 1743165-1, hàng mới 100%, loại HOUX00211NA",PCE,MAT,300,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX00494NA,"HOUX00494NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.8x2.2x0.9 cm, 35151-0319, hàng mới 100%, loại HOUX00494NA",PCE,MAT,1000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX00642NA,"HOUX00642NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.5x1.77x0.62 cm, 611166T, hàng mới 100%, loại HOUX00642NA",PCE,MAT,300,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01084NA,"HOUX01084NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.4x1.2x1.1 cm, PNDP-26V-Z, hàng mới 100%, loại HOUX01084NA",PCE,MAT,1000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01107NA,"HOUX01107NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.1x1.75x0.89 cm, PWAP-06V-WGL1, hàng mới 100%, loại HOUX01107NA",PCE,MAT,3000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01127NA,"HOUX01127NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.92*1.3*1.06 cm, PWBP-06V-3WGL1-H, hàng mới 100%, loại HOUX01127NA",PCE,MAT,400,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01128NA,"HOUX01128NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.9x1.5x1.3 cm, PWBP-06V-WGL1, hàng mới 100%, loại HOUX01128NA",PCE,MAT,300,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01131NA,"HOUX01131NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.8x2.3x2 cm, PWBP-08V-WGL1, hàng mới 100%, loại HOUX01131NA",PCE,MAT,300,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01137NA,"HOUX01137NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.4x1.3x1.0 cm, PWBR-03VF-WGL1-E, hàng mới 100%, loại HOUX01137NA",PCE,MAT,300,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01139NA,"HOUX01139NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.9x1x0.8cm, PWBR-04VF-WGL1, hàng mới 100%, loại HOUX01139NA",PCE,MAT,100,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01251NA,"HOUX01251NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.16x0.78x0.65 cm, SMH200-10H, hàng mới 100%, loại HOUX01251NA",PCE,MAT,100,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01362NA,"HOUX01362NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.2x1.1x0.5 cm, SMH600-03D(YE), hàng mới 100%, loại HOUX01362NA",PCE,MAT,300,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01364NA,"HOUX01364NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 2.2x1.53x1.2 cm, SMH600-04D, hàng mới 100%, loại HOUX01364NA",PCE,MAT,3400,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,SELA00029NA,"SELA00029NA#&Miếng đệm bằng nhựa dẻo dùng để cố định dây điện và đầu nối, PWEG-03, hàng mới 100%, loại SELA00029NA",PCE,MAT,900,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TAPB00003NA,"TAPB00003NA#&Băng dính bằng vải acetate để quấn dây điện, rộng: 19mm, ACETATE W19, hàng mới 100%, loại TAPB00003NA",MTR,MAT,11340,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TAPA00013NA,"TAPA00013NA#&Băng dính điện PVC kích thước 0.10mmx19mmx20m, PVC Tape 19*20, hàng mới 100%, loại TAPA00013NA",MTR,MAT,28140,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00048NA,"TPAX00048NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 35150-0290, hàng mới 100%, loại TPAX00048NA",PCE,MAT,1000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00051NA,"TPAX00051NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 35150-0390, hàng mới 100%, loại TPAX00051NA",PCE,MAT,1000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00080NA,"TPAX00080NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 631168-2, hàng mới 100%, loại TPAX00080NA",PCE,MAT,1300,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00097NA,"TPAX00097NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 634164-2, hàng mới 100%, loại TPAX00097NA",PCE,MAT,3000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00101NA,"TPAX00101NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), 634487-2, hàng mới 100%, loại TPAX00101NA",PCE,MAT,5000,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00199NA,"TPAX00199NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), PWBS-04V, hàng mới 100%, loại TPAX00199NA",PCE,MAT,600,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00200NA,"TPAX00200NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), PWBS-05V, hàng mới 100%, loại TPAX00200NA",PCE,MAT,8600,,,
2026-04,108139790840,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00202NA,"TPAX00202NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), PWCS-03V, hàng mới 100%, loại TPAX00202NA",PCE,MAT,400,,,
2026-04,108139799720,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00203NA,"TPAX00203NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), PWES-03V-R, hàng mới 100%, loại TPAX00203NA",PCE,MAT,900,,,
2026-04,108139799720,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00219NA,"TPAX00219NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), SMH200-10HRT(RE), hàng mới 100%, loại TPAX00219NA",PCE,MAT,4100,,,
2026-04,108139799720,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00244NA,"TPAX00244NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), SMH600-02DRT(RE), hàng mới 100%, loại TPAX00244NA",PCE,MAT,6800,,,
2026-04,108139799720,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00246NA,"TPAX00246NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), SMH600-03DRT(RE), hàng mới 100%, loại TPAX00246NA",PCE,MAT,300,,,
2026-04,108139799720,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00299NA,"TPAX00299NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), YH500-03CRT(RE), hàng mới 100%, loại TPAX00299NA",PCE,MAT,500,,,
2026-04,108139799720,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00004NA,"TPAX00004NA#&Chốt khóa bằng nhựa (cố định dây điện và đầu nối), 635317, hàng mới 100%, loại TPAX00004NA",PCE,MAT,13000,,,
2026-04,108139799720,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01086NA,"HOUX01086NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 3.5x1.1x1.1cm, PNDP-34V-Z, hàng mới 100%, loại HOUX01086NA",PCE,MAT,2000,,,
2026-04,108139799720,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX00021NA,"HOUX00021NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 18x11x9 mm , 614538, hàng mới 100%, loại HOUX00021NA",PCE,MAT,3000,,,
2026-04,108139799720,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,BAGA00005NA,"BAGA00005NA#&Túi ni lông nhựa PE để đựng sản phẩm kích thước (dày 0.1mm , 100mmx150mm), 480 chiếc=1kg, PE BAG 100*150*1T WH(FLAME RETARDANT), hàng mới 100%, loại BAGA00005NA",PCE,MAT,300,,,
2026-04,108139799720,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX00341NA,"HOUX00341NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 1.5x0.6x1.9cm, 25045HP-04B, hàng mới 100%, loại HOUX00341NA",PCE,MAT,1000,,,
2026-04,108139799720,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00231NA,"TPAX00231NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), SMH250J-04RT(RE), hàng mới 100%, loại TPAX00231NA",PCE,MAT,2000,,,
2026-04,108139799720,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,HOUX01548NA,"HOUX01548NA#&Đầu nối bằng nhựa dùng để cách điện đầu cốt dây điện, kt: 37.18x33.18x31.68mm, YH396-09JR, hàng mới 100%, loại HOUX01548NA",PCE,MAT,2500,,,
2026-04,108139799720,2026-04-10 00:00:00,E21,HSEVN-CK2026040012-PC,TPAX00288NA,"TPAX00288NA#&Chốt khóa bằng nhựa (Cố định dây điện và đầu nối), YH396-09JRT(RE), hàng mới 100%, loại TPAX00288NA",PCE,MAT,2500,,,
