Period,Ngày,Ngày tháng,HS code,Prod code,Sale code,Item code,STOCK OUT,Transaction type,QTY,Level subcon,Remark
2026-04,21,2026-04-21 00:00:00,EAD63911418,EAD63911418-I,EAD63911418-I,,CKMT,SUB IN,-2,2,
2026-04,21,2026-04-21 00:00:00,EAD63911348,EAD63911348-I,EAD63911348-I,,CKMT,SUB IN,-8,2,
2026-04,21,2026-04-21 00:00:00,EAD63911420,EAD63911420-I,EAD63911420-I,,CKMT,SUB IN,-1,2,
2026-04,22,2026-04-22 00:00:00,EAD65616822,EAD65616822-I,EAD65616822-I,,CKVB,SUB IN,992,2,
2026-04,22,2026-04-22 00:00:00,EAD65895024,EAD65895024-I,EAD65895024-I,,CKAL,SUB IN,500,2,
2026-04,22,2026-04-22 00:00:00,EAD66065901V1,EAD66065901-I,EAD66065901-I,,CKAL,SUB IN,500,2,
2026-04,22,2026-04-22 00:00:00,EAD62468244,EAD62468244-T,EAD62468244-T,,CKAL,SUB IN,4000,2,
2026-04,22,2026-04-22 00:00:00,6850EC3006V,6850EC3006V-T,6850EC3006V-T,,CKAL,SUB IN,1200,2,
2026-04,22,2026-04-22 00:00:00,EAD64587804V1,EAD64587804-I,EAD64587804-I,,CKAL,SUB IN,3000,2,
2026-04,22,2026-04-22 00:00:00,7200007556V1,7200007556-I1,7200007556-I,,CKTN,SUB IN,9,2,
2026-04,22,2026-04-22 00:00:00,EAD62428629V1,EAD62428629-T,EAD62428629-T,,CKAL,SUB IN,1960,2,
2026-04,22,2026-04-22 00:00:00,EAD63647078,EAD63647078-I,EAD63647078-I,,CKAL,SUB IN,240,2,
2026-04,22,2026-04-22 00:00:00,EAD65616818,EAD65616818-I,EAD65616818-I,,CKTN,SUB IN,998,2,
2026-04,22,2026-04-22 00:00:00,EAD63954790,EAD63954790-I,EAD63954790-I,,CKTN,SUB IN,750,2,
2026-04,23,2026-04-23 00:00:00,EAD64745815V1,EAD64745815-I,EAD64745815-I,,CKVB,SUB IN,996,2,
2026-04,23,2026-04-23 00:00:00,EAD65895024,EAD65895024-I,EAD65895024-I,,CKAL,SUB IN,500,2,
2026-04,23,2026-04-23 00:00:00,EAD66065901V1,EAD66065901-I,EAD66065901-I,,CKAL,SUB IN,500,2,
2026-04,23,2026-04-23 00:00:00,EAD62468244,EAD62468244-T,EAD62468244-T,,CKAL,SUB IN,4000,2,
2026-04,23,2026-04-23 00:00:00,EAD63845502,EAD63845502-T,EAD63845502-T,,CKAL,SUB IN,2000,2,
2026-04,23,2026-04-23 00:00:00,EAD64587804V1,EAD64587804-I,EAD64587804-I,,CKAL,SUB IN,3000,2,
2026-04,23,2026-04-23 00:00:00,EAD63913527V1,EAD63913527-I,EAD63913527-I,,CKVB,SUB IN,1000,2,
2026-04,24,2026-04-24 00:00:00,EAD66065901V1,EAD66065901-I,EAD66065901-I,,CKAL,SUB IN,500,2,
2026-04,24,2026-04-24 00:00:00,EAD65616818,EAD65616818-I,EAD65616818-I,,CKTN,SUB IN,54,2,
2026-04,24,2026-04-24 00:00:00,EAD65616818,EAD65616818-I,EAD65616818-I,,CKTN,SUB IN,1000,2,
2026-04,24,2026-04-24 00:00:00,6850EC3006V,6850EC3006V-T,6850EC3006V-T,,CKAL,SUB IN,800,2,
2026-04,24,2026-04-24 00:00:00,EAD64587804V1,EAD64587804-I,EAD64587804-I,,CKAL,SUB IN,4000,2,
2026-04,24,2026-04-24 00:00:00,EAD63913527V1,EAD63913527-I,EAD63913527-I,,CKVB,SUB IN,1000,2,
2026-04,24,2026-04-24 00:00:00,EAD61749501,EAD61749501-T,EAD61749501-T,,CKAL,SUB IN,4,2,
2026-04,24,2026-04-24 00:00:00,EAD61749501V1,EAD61749501-T1,EAD61749501-T,,CKAL,SUB IN,1296,2,
2026-04,25,2026-04-25 00:00:00,EAD64169023,EAD64169023-I,EAD64169023-I,,CKTN,SUB IN,841,2,
2026-04,25,2026-04-25 00:00:00,EAD63954790,EAD63954790-I,EAD63954790-I,,CKTN,SUB IN,246,2,
2026-04,25,2026-04-25 00:00:00,EAD65616818,EAD65616818-I,EAD65616818-I,,CKTN,SUB IN,1000,2,
2026-04,25,2026-04-25 00:00:00,EAD64109903,EAD64109903-T,EAD64109903-T,,CKAL,SUB IN,3000,2,
2026-04,26,2026-04-26 00:00:00,EAD66010222,EAD66010222-I,EAD66010222-I,,CKTN,SUB IN,1000,2,
2026-04,26,2026-04-26 00:00:00,EAD64545392V1,EAD64545392-I,EAD64545392-I,,CKTN,SUB IN,300,2,
2026-04,26,2026-04-26 00:00:00,EAD64169023,EAD64169023-I,EAD64169023-I,,CKTN,SUB IN,147,2,
2026-04,26,2026-04-26 00:00:00,EAD66006019,EAD66006019-I,EAD66006019-I,,CKTN,SUB IN,500,2,
2026-04,26,2026-04-26 00:00:00,EAD64169023,EAD64169023-I,EAD64169023-I,,CKTN,SUB IN,600,2,
2026-04,27,2026-04-27 00:00:00,EAD62468244,EAD62468244-T,EAD62468244-T,,CKAL,SUB IN,6000,2,
2026-04,27,2026-04-27 00:00:00,EAD63911418,EAD63911418-I,EAD63911418-I,,CKMT,SUB IN,1000,2,
2026-04,27,2026-04-27 00:00:00,6850EC3006V,6850EC3006V-T,6850EC3006V-T,,CKAL,SUB IN,2000,2,
2026-04,27,2026-04-27 00:00:00,EAD62061319,EAD62061319-T,EAD62061319-T,,CKAL,SUB IN,2001,2,
2026-04,27,2026-04-27 00:00:00,EAD64587804V1,EAD64587804-I,EAD64587804-I,,CKAL,SUB IN,3000,2,
2026-04,27,2026-04-27 00:00:00,EAD62090005,EAD62090005-T,EAD62090005-T,,CKAL,SUB IN,1600,2,
2026-04,27,2026-04-27 00:00:00,EAD63911420,EAD63911420-I,EAD63911420-I,,CKMT,SUB IN,1000,2,
2026-04,27,2026-04-27 00:00:00,EAD65616822,EAD65616822-I,EAD65616822-I,,CKVB,SUB IN,1021,2,
2026-04,27,2026-04-27 00:00:00,EAD64745815V1,EAD64745815-I,EAD64745815-I,,CKVB,SUB IN,530,2,
2026-04,27,2026-04-27 00:00:00,EAD63913527V1,EAD63913527-I,EAD63913527-I,,CKVB,SUB IN,500,2,
2026-04,28,2026-04-28 00:00:00,EAD66006019,EAD66006019-I,EAD66006019-I,,CKTN,SUB IN,1500,2,
2026-04,28,2026-04-28 00:00:00,EAD65616818,EAD65616818-I,EAD65616818-I,,CKTN,SUB IN,1000,2,
2026-04,28,2026-04-28 00:00:00,EAD66065901V1,EAD66065901-I,EAD66065901-I,,CKAL,SUB IN,1000,2,
2026-04,28,2026-04-28 00:00:00,EAD64587804V1,EAD64587804-I,EAD64587804-I,,CKAL,SUB IN,3000,2,
2026-04,28,2026-04-28 00:00:00,6850EC3006V,6850EC3006V-T,6850EC3006V-T,,CKAL,SUB IN,1200,2,
2026-04,28,2026-04-28 00:00:00,EAD62428629V1,EAD62428629-T,EAD62428629-T,,CKAL,SUB IN,1000,2,
2026-04,28,2026-04-28 00:00:00,EAD63913527V1,EAD63913527-I,EAD63913527-I,,CKVB,SUB IN,500,2,
