Period,Item code,QTY begin,SUBCON,Type,Level subcon,Remark
2026-04,HOUX00021NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,HOUX00258NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,HOUX00315NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,HOUX00385NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,HOUX00396NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,HOUX00746NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,HOUX00855NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,HOUX01245NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,HOUX01476NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,SLVA00014NA,194,CKAL,MAT,2,EAD65895024-I
2026-04,TAPA00013NA,52,CKAL,MAT,2,EAD65895024-I
2026-04,TPAX00005NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,TPAX00027NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,TPAX00101NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,TPAX00139NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,TPAX00145NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,TPAX00146NA,194,CKAL,MAT,2,EAD65895024-I
2026-04,TPAX00217NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,TPAX00235NA,97,CKAL,MAT,2,EAD65895024-I
2026-04,TPAX00373NA,194,CKAL,MAT,2,EAD65895024-I
2026-04,EAD66065901-C,101,CKAL,WIP,2,EAD66065901-I
2026-04,HOUX00065NA,202,CKAL,MAT,2,EAD66065901-I
2026-04,HOUX00139NA,101,CKAL,MAT,2,EAD66065901-I
2026-04,HOUX00140NA,101,CKAL,MAT,2,EAD66065901-I
2026-04,HOUX00316NA,101,CKAL,MAT,2,EAD66065901-I
2026-04,HOUX00398NA,101,CKAL,MAT,2,EAD66065901-I
2026-04,HOUX00850NA,101,CKAL,MAT,2,EAD66065901-I
2026-04,HOUX01148NA,101,CKAL,MAT,2,EAD66065901-I
2026-04,HOUX01239NA,101,CKAL,MAT,2,EAD66065901-I
2026-04,HOUX02742NA,101,CKAL,MAT,2,EAD66065901-I
2026-04,TPAX00009NA,202,CKAL,MAT,2,EAD66065901-I
2026-04,TPAX00010NA,202,CKAL,MAT,2,EAD66065901-I
2026-04,TPAX00101NA,202,CKAL,MAT,2,EAD66065901-I
2026-04,TPAX00141NA,101,CKAL,MAT,2,EAD66065901-I
2026-04,TPAX00142NA,101,CKAL,MAT,2,EAD66065901-I
2026-04,TPAX00146NA,202,CKAL,MAT,2,EAD66065901-I
2026-04,TPAX00199NA,303,CKAL,MAT,2,EAD66065901-I
2026-04,TPAX00215NA,101,CKAL,MAT,2,EAD66065901-I
2026-04,TPAX00373NA,202,CKAL,MAT,2,EAD66065901-I
2026-04,EAD61212398-C,45,CKAL,WIP,2,EAD61212398-T1
2026-04,HOUX01114NA,1045,CKAL,MAT,2,EAD61212398-T1
2026-04,HOUX01122NA,1045,CKAL,MAT,2,EAD61212398-T1
2026-04,HOUX02060NA,1045,CKAL,MAT,2,EAD61212398-T1
2026-04,HOUX02074NA,1045,CKAL,MAT,2,EAD61212398-T1
2026-04,TAPA00013NA,1358.5,CKAL,MAT,2,EAD61212398-T1
2026-04,TAPB00003NA,1254,CKAL,MAT,2,EAD61212398-T1
2026-04,TPAX00198NA,1045,CKAL,MAT,2,EAD61212398-T1
2026-04,TPAX00211NA,1045,CKAL,MAT,2,EAD61212398-T1
2026-04,TPAX00219NA,1045,CKAL,MAT,2,EAD61212398-T1
2026-04,TPAX00376NA,1045,CKAL,MAT,2,EAD61212398-T1
2026-04,EAD63911352-C,23,CKAL,WIP,2,EAD63911352-I1
2026-04,EAD63911352-C-TUBA-089,23,CKAL,TUBE,2,EAD63911352-I1
2026-04,HOUX00021NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX00070NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX00453NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX00457NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX00733NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX00739NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX00820NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX01083NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX01085NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX01146NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX01519NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX01540NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX01605NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX01931NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX01932NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX01936NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX02087NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,HOUX02724NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,MLDA00207NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,TAPA00013NA,1077.38,CKAL,MAT,2,EAD63911352-I1
2026-04,TAPB00003NA,339.95,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00004NA,3138,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00005NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00048NA,1046,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00086NA,1046,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00097NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00101NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00111NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00132NA,1046,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00200NA,1046,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00279NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00285NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00307NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00383NA,1046,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00386NA,1046,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00389NA,523,CKAL,MAT,2,EAD63911352-I1
2026-04,TPAX00563NA,1046,CKAL,MAT,2,EAD63911352-I1
2026-04,7200007556-C,9,CKTN,WIP,2,7200007556-I
2026-04,7200007556-C-TUBC-210,9,CKTN,TUBE,2,7200007556-I
2026-04,CATX00072NA,45,CKTN,MAT,2,7200007556-I
2026-04,HOUX00611NA,9,CKTN,MAT,2,7200007556-I
2026-04,HOUX01879NA,9,CKTN,MAT,2,7200007556-I
2026-04,HOUX01880NA,18,CKTN,MAT,2,7200007556-I
2026-04,HOUX01881NA,18,CKTN,MAT,2,7200007556-I
2026-04,HOUX01882NA,9,CKTN,MAT,2,7200007556-I
2026-04,HOUX01885NA,9,CKTN,MAT,2,7200007556-I
2026-04,HOUX01940NA,9,CKTN,MAT,2,7200007556-I
2026-04,LBLX00563NA,9,CKTN,MAT,2,7200007556-I
2026-04,TUBA00116NA,9,CKTN,MAT,2,7200007556-I
2026-04,TUBA00118NA,9,CKTN,MAT,2,7200007556-I
2026-04,TUBA00119NA,9,CKTN,MAT,2,7200007556-I
2026-04,TUBA00120NA,9,CKTN,MAT,2,7200007556-I
2026-04,TUBA00125NA,9,CKTN,MAT,2,7200007556-I
2026-04,TUBA00126NA,9,CKTN,MAT,2,7200007556-I
2026-04,TUBA00136NA,9,CKTN,MAT,2,7200007556-I
2026-04,TUBA00232NA,9,CKTN,MAT,2,7200007556-I
2026-04,TUBA00235NA,9,CKTN,MAT,2,7200007556-I
2026-04,7200007689-C,2,CKTN,WIP,2,7200007689-I
2026-04,CATX00072NA,10,CKTN,MAT,2,7200007689-I
2026-04,HOUX00526NA,4,CKTN,MAT,2,7200007689-I
2026-04,HOUX00611NA,2,CKTN,MAT,2,7200007689-I
2026-04,HOUX01867NA,4,CKTN,MAT,2,7200007689-I
2026-04,HOUX01875NA,4,CKTN,MAT,2,7200007689-I
2026-04,HOUX01879NA,2,CKTN,MAT,2,7200007689-I
2026-04,HOUX01880NA,4,CKTN,MAT,2,7200007689-I
2026-04,HOUX01881NA,4,CKTN,MAT,2,7200007689-I
2026-04,HOUX01882NA,2,CKTN,MAT,2,7200007689-I
2026-04,HOUX01884NA,2,CKTN,MAT,2,7200007689-I
2026-04,HOUX01885NA,2,CKTN,MAT,2,7200007689-I
2026-04,HOUX01940NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00116NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00117NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00119NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00120NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00125NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00126NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00136NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00235NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00240NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00241NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00249NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00251NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00255NA,2,CKTN,MAT,2,7200007689-I
2026-04,TUBA00256NA,4,CKTN,MAT,2,7200007689-I
2026-04,TUBA00261NA,2,CKTN,MAT,2,7200007689-I
2026-04,EAD60843547-C,90,CKTN,WIP,2,EAD60843547-I
2026-04,GC-HOUX00015NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX00102NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX00205NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX00211NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX00212NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX00214NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX00641NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX00718NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX00730NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX00804NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX00806NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX00829NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX01108NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX01128NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX01138NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX01208NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX01362NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX01923NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-HOUX02023NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-TAPA00076NA,35,CKTN,MAT,2,EAD60843547-I
2026-04,GC-TAPB00003NA,53,CKTN,MAT,2,EAD60843547-I
2026-04,GC-TEBX00011NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-TPAX00004NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-TPAX00079NA,180,CKTN,MAT,2,EAD60843547-I
2026-04,GC-TPAX00110NA,180,CKTN,MAT,2,EAD60843547-I
2026-04,GC-TPAX00133NA,180,CKTN,MAT,2,EAD60843547-I
2026-04,GC-TPAX00198NA,270,CKTN,MAT,2,EAD60843547-I
2026-04,GC-TPAX00246NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-TPAX00367NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,GC-TPAX00375NA,90,CKTN,MAT,2,EAD60843547-I
2026-04,EAD60946255-C,6,CKTN,WIP,2,EAD60946255-I
2026-04,GC-HOUX00102NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-HOUX00205NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-HOUX00211NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-HOUX00212NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-HOUX00641NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-HOUX00718NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-HOUX00829NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-HOUX01108NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-HOUX01128NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-HOUX01138NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-HOUX01208NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-HOUX01362NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-HOUX02023NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-TAPA00076NA,12,CKTN,MAT,2,EAD60946255-I
2026-04,GC-TAPB00003NA,1,CKTN,MAT,2,EAD60946255-I
2026-04,GC-TEBX00011NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-TPAX00079NA,12,CKTN,MAT,2,EAD60946255-I
2026-04,GC-TPAX00133NA,12,CKTN,MAT,2,EAD60946255-I
2026-04,GC-TPAX00198NA,18,CKTN,MAT,2,EAD60946255-I
2026-04,GC-TPAX00246NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-TPAX00367NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,GC-TPAX00375NA,6,CKTN,MAT,2,EAD60946255-I
2026-04,EAD62090005-C,105,CKTN,WIP,2,EAD62090005-T
2026-04,FOMA00392NA,105,CKTN,MAT,2,EAD62090005-T
2026-04,FOMA00399NA,105,CKTN,MAT,2,EAD62090005-T
2026-04,HOUX01576NA,105,CKTN,MAT,2,EAD62090005-T
2026-04,HOUX01594NA,105,CKTN,MAT,2,EAD62090005-T
2026-04,TAPA00013NA,32,CKTN,MAT,2,EAD62090005-T
2026-04,TAPD00013NA,21,CKTN,MAT,2,EAD62090005-T
2026-04,TPAX00303NA,210,CKTN,MAT,2,EAD62090005-T
2026-04,CORX00016NA,31,CKTN,MAT,2,EAD63954790-I
2026-04,CORX00035NA,31,CKTN,MAT,2,EAD63954790-I
2026-04,CORX00038NA,31,CKTN,MAT,2,EAD63954790-I
2026-04,CORX00181NA,31,CKTN,MAT,2,EAD63954790-I
2026-04,EAD63954790-C,31,CKTN,WIP,2,EAD63954790-I
2026-04,HOUX00458NA,31,CKTN,MAT,2,EAD63954790-I
2026-04,HOUX00492NA,31,CKTN,MAT,2,EAD63954790-I
2026-04,HOUX01084NA,31,CKTN,MAT,2,EAD63954790-I
2026-04,HOUX01123NA,31,CKTN,MAT,2,EAD63954790-I
2026-04,HOUX01149NA,62,CKTN,MAT,2,EAD63954790-I
2026-04,HOUX01206NA,31,CKTN,MAT,2,EAD63954790-I
2026-04,HOUX01216NA,62,CKTN,MAT,2,EAD63954790-I
2026-04,TAPA00013NA,124,CKTN,MAT,2,EAD63954790-I
2026-04,TAPB00003NA,18,CKTN,MAT,2,EAD63954790-I
2026-04,TPAX00051NA,62,CKTN,MAT,2,EAD63954790-I
2026-04,TPAX00198NA,31,CKTN,MAT,2,EAD63954790-I
2026-04,TPAX00202NA,62,CKTN,MAT,2,EAD63954790-I
2026-04,TPAX00209NA,62,CKTN,MAT,2,EAD63954790-I
2026-04,TPAX00388NA,62,CKTN,MAT,2,EAD63954790-I
2026-04,CORX00016NA,20,CKTN,MAT,2,EAD63954791-I
2026-04,CORX00035NA,20,CKTN,MAT,2,EAD63954791-I
2026-04,CORX00038NA,20,CKTN,MAT,2,EAD63954791-I
2026-04,CORX00181NA,20,CKTN,MAT,2,EAD63954791-I
2026-04,EAD63954791-C,20,CKTN,WIP,2,EAD63954791-I
2026-04,HOUX00458NA,20,CKTN,MAT,2,EAD63954791-I
2026-04,HOUX00492NA,20,CKTN,MAT,2,EAD63954791-I
2026-04,HOUX01084NA,20,CKTN,MAT,2,EAD63954791-I
2026-04,HOUX01123NA,20,CKTN,MAT,2,EAD63954791-I
2026-04,HOUX01149NA,40,CKTN,MAT,2,EAD63954791-I
2026-04,HOUX01206NA,20,CKTN,MAT,2,EAD63954791-I
2026-04,HOUX01215NA,20,CKTN,MAT,2,EAD63954791-I
2026-04,HOUX01216NA,20,CKTN,MAT,2,EAD63954791-I
2026-04,HOUX01217NA,20,CKTN,MAT,2,EAD63954791-I
2026-04,TAPA00013NA,80.6,CKTN,MAT,2,EAD63954791-I
2026-04,TAPB00003NA,12,CKTN,MAT,2,EAD63954791-I
2026-04,TPAX00051NA,40,CKTN,MAT,2,EAD63954791-I
2026-04,TPAX00198NA,20,CKTN,MAT,2,EAD63954791-I
2026-04,TPAX00202NA,40,CKTN,MAT,2,EAD63954791-I
2026-04,TPAX00209NA,60,CKTN,MAT,2,EAD63954791-I
2026-04,TPAX00388NA,40,CKTN,MAT,2,EAD63954791-I
2026-04,BAGA00005NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,BAGC00005NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,BNDC00002NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,EAD64169020-C,31,CKTN,WIP,2,EAD64169020-I
2026-04,HOUX00015NA,93,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX00052NA,93,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX00211NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX00212NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX00213NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX00642NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX00659NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01114NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01124NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01127NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01128NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01131NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01137NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01146NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01149NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01160NA,93,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01191NA,124,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01195NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01204NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01206NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01210NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01215NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01216NA,62,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01217NA,62,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01362NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01364NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01566NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,HOUX01842NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,SELA00029NA,93,CKTN,MAT,2,EAD64169020-I
2026-04,SELA00035NA,62,CKTN,MAT,2,EAD64169020-I
2026-04,SELA00036NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,TAPA00013NA,172.67,CKTN,MAT,2,EAD64169020-I
2026-04,TAPB00003NA,45.11,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00080NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00107NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00197NA,62,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00198NA,155,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00199NA,62,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00200NA,62,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00202NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00203NA,93,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00206NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00209NA,155,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00244NA,62,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00246NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00299NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00336NA,62,CKTN,MAT,2,EAD64169020-I
2026-04,TPAX00376NA,31,CKTN,MAT,2,EAD64169020-I
2026-04,BAGA00005NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,EAD64169024-C,1002,CKTN,WIP,2,EAD64169024-I
2026-04,HOUX00015NA,3006,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX00052NA,3006,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX00211NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX00212NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX00213NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX00642NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX00659NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01114NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01124NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01127NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01128NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01131NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01137NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01146NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01149NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01160NA,3006,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01191NA,4008,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01195NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01204NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01206NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01210NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01215NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01216NA,2004,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01217NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01362NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01364NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01566NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,HOUX01842NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,SELA00029NA,3006,CKTN,MAT,2,EAD64169024-I
2026-04,SELA00035NA,2004,CKTN,MAT,2,EAD64169024-I
2026-04,SELA00036NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,TAPA00013NA,5150.28,CKTN,MAT,2,EAD64169024-I
2026-04,TAPB00003NA,1072.14,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00080NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00107NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00197NA,2004,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00198NA,5010,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00199NA,2004,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00200NA,2004,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00202NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00203NA,3006,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00206NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00209NA,4008,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00244NA,2004,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00246NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00299NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00336NA,2004,CKTN,MAT,2,EAD64169024-I
2026-04,TPAX00376NA,1002,CKTN,MAT,2,EAD64169024-I
2026-04,BAGA00007NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,BAGA00011NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,EAD64545319-C,6,CKTN,WIP,2,EAD64545319-I
2026-04,HOUX00627NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX00659NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01114NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01127NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01130NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01149NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01194NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01195NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01204NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01206NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01211NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01213NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01215NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01216NA,12,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01217NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01251NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01364NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX01566NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,HOUX02056NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,SELA00032NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,SELA00035NA,12,CKTN,MAT,2,EAD64545319-I
2026-04,TAPA00013NA,25.32,CKTN,MAT,2,EAD64545319-I
2026-04,TAPB00003NA,8.4,CKTN,MAT,2,EAD64545319-I
2026-04,TPAX00107NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,TPAX00117NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,TPAX00198NA,18,CKTN,MAT,2,EAD64545319-I
2026-04,TPAX00202NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,TPAX00205NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,TPAX00206NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,TPAX00209NA,24,CKTN,MAT,2,EAD64545319-I
2026-04,TPAX00219NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,TPAX00244NA,12,CKTN,MAT,2,EAD64545319-I
2026-04,TPAX00299NA,12,CKTN,MAT,2,EAD64545319-I
2026-04,TPAX00345NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,TPAX00376NA,6,CKTN,MAT,2,EAD64545319-I
2026-04,BAGA00007NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,BAGA00033NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,CORX00015NA,10,CKTN,MAT,2,EAD64545383-I
