Period,Item code,QTY begin,SUBCON,Type,Level subcon,Remark
2026-04,CORX00035NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,CORX00038NA,20,CKTN,MAT,2,EAD64545383-I
2026-04,EAD64545383-C,10,CKTN,WIP,2,EAD64545383-I
2026-04,HOUX00212NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX00213NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX00659NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01114NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01122NA,20,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01124NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01127NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01130NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01139NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01149NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01191NA,20,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01195NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01204NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01206NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01210NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01211NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01213NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01215NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01216NA,20,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01217NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01251NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01364NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01566NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,HOUX01969NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,SELA00035NA,20,CKTN,MAT,2,EAD64545383-I
2026-04,SELA00037NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,TAPA00013NA,52.75,CKTN,MAT,2,EAD64545383-I
2026-04,TAPB00003NA,20.9,CKTN,MAT,2,EAD64545383-I
2026-04,TPAX00107NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,TPAX00197NA,40,CKTN,MAT,2,EAD64545383-I
2026-04,TPAX00198NA,60,CKTN,MAT,2,EAD64545383-I
2026-04,TPAX00202NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,TPAX00206NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,TPAX00209NA,40,CKTN,MAT,2,EAD64545383-I
2026-04,TPAX00219NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,TPAX00244NA,20,CKTN,MAT,2,EAD64545383-I
2026-04,TPAX00299NA,20,CKTN,MAT,2,EAD64545383-I
2026-04,TPAX00345NA,20,CKTN,MAT,2,EAD64545383-I
2026-04,TPAX00376NA,10,CKTN,MAT,2,EAD64545383-I
2026-04,BAGA00007NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,BAGA00033NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,EAD64545392-C,87,CKTN,WIP,2,EAD64545392-I
2026-04,EAD64545392-C-TUBA-075,87,CKTN,TUBE,2,EAD64545392-I
2026-04,HOUX00212NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX00213NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX00369NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX00659NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01106NA,174,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01114NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01122NA,174,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01123NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01124NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01125NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01126NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01127NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01128NA,174,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01130NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01132NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01149NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01152NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01191NA,174,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01195NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01204NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01206NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01210NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01211NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01213NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01215NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01216NA,174,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01217NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01234NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01241NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01364NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01440NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01566NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01842NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,HOUX01969NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,SELA00035NA,174,CKTN,MAT,2,EAD64545392-I
2026-04,SELA00037NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,TAPA00013NA,616.83,CKTN,MAT,2,EAD64545392-I
2026-04,TAPB00003NA,287.1,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00107NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00197NA,522,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00198NA,957,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00200NA,174,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00202NA,174,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00206NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00209NA,348,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00214NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00216NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00229NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00244NA,174,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00299NA,174,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00336NA,174,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00345NA,174,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00376NA,87,CKTN,MAT,2,EAD64545392-I
2026-04,TPAX00381NA,174,CKTN,MAT,2,EAD64545392-I
2026-04,BAGA00007NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,BAGA00033NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,EAD64545399-C,90,CKTN,WIP,2,EAD64545399-I
2026-04,HOUX00212NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX00213NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX00659NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01114NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01122NA,180,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01123NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01124NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01127NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01130NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01132NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01149NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01152NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01191NA,180,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01195NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01204NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01206NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01210NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01211NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01213NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01215NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01216NA,180,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01217NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01234NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01241NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01364NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01440NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01566NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01842NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,HOUX01969NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,SELA00035NA,180,CKTN,MAT,2,EAD64545399-I
2026-04,SELA00037NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,TAPA00013NA,551.7,CKTN,MAT,2,EAD64545399-I
2026-04,TAPB00003NA,323.1,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00107NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00197NA,180,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00198NA,630,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00200NA,180,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00202NA,180,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00206NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00209NA,360,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00214NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00216NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00244NA,180,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00299NA,180,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00336NA,180,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00345NA,180,CKTN,MAT,2,EAD64545399-I
2026-04,TPAX00376NA,90,CKTN,MAT,2,EAD64545399-I
2026-04,EAD64765409-C,6,CKTN,WIP,2,EAD64765409-T
2026-04,HOUX01110NA,6,CKTN,MAT,2,EAD64765409-T
2026-04,TAPB00010NA,0.27,CKTN,MAT,2,EAD64765409-T
2026-04,TPAX00373NA,6,CKTN,MAT,2,EAD64765409-T
2026-04,EAD65616818-C,1040,CKTN,WIP,2,EAD65616818-I
2026-04,HOUX00082NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,HOUX00234NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,HOUX00443NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,HOUX00444NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,HOUX00445NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,HOUX00665NA,4160,CKTN,MAT,2,EAD65616818-I
2026-04,HOUX00666NA,2080,CKTN,MAT,2,EAD65616818-I
2026-04,HOUX00667NA,4160,CKTN,MAT,2,EAD65616818-I
2026-04,HOUX00978NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,HOUX01538NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,HOUX01548NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,HOUX01553NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,HOUX02121NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,TPAX00001NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,TPAX00047NA,3120,CKTN,MAT,2,EAD65616818-I
2026-04,TPAX00284NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,TPAX00288NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,TPAX00291NA,1040,CKTN,MAT,2,EAD65616818-I
2026-04,BAGA00007NA,38,CKTN,MAT,2,EAD66006017-I
2026-04,CORX00015NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,CORX00035NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,CORX00038NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,EAD66006017-C,19,CKTN,WIP,2,EAD66006017-I
2026-04,HOUX00212NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX00213NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX00659NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01114NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01124NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01127NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01130NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01149NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01191NA,38,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01195NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01204NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01206NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01210NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01211NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01213NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01215NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01216NA,38,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01217NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01251NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01364NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01566NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01842NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,HOUX01969NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,SELA00035NA,38,CKTN,MAT,2,EAD66006017-I
2026-04,SELA00037NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,TAPA00013NA,98.8,CKTN,MAT,2,EAD66006017-I
2026-04,TAPB00003NA,43.7,CKTN,MAT,2,EAD66006017-I
2026-04,TPAX00107NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,TPAX00197NA,38,CKTN,MAT,2,EAD66006017-I
2026-04,TPAX00198NA,76,CKTN,MAT,2,EAD66006017-I
2026-04,TPAX00202NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,TPAX00206NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,TPAX00209NA,76,CKTN,MAT,2,EAD66006017-I
2026-04,TPAX00219NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,TPAX00244NA,38,CKTN,MAT,2,EAD66006017-I
2026-04,TPAX00299NA,38,CKTN,MAT,2,EAD66006017-I
2026-04,TPAX00336NA,38,CKTN,MAT,2,EAD66006017-I
2026-04,TPAX00345NA,38,CKTN,MAT,2,EAD66006017-I
2026-04,TPAX00376NA,19,CKTN,MAT,2,EAD66006017-I
2026-04,BAGA00007NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,BAGA00033NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,CORX00015NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,CORX00038NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,EAD66006018-C,200,CKTN,WIP,2,EAD66006018-I
2026-04,EAD66006018-C-TUBA-075,200,CKTN,TUBE,2,EAD66006018-I
2026-04,HOUX00212NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX00213NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX00369NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX00659NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01106NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01114NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01122NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01123NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01124NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01125NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01126NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01127NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01128NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01130NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01132NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01149NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01152NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01191NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01195NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01204NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01206NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01210NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01211NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01213NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01215NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01216NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01217NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01234NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01241NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01364NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01440NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01566NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01842NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,HOUX01969NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,SELA00035NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,SELA00037NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,TAPA00013NA,1640,CKTN,MAT,2,EAD66006018-I
2026-04,TAPB00003NA,660,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00107NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00197NA,1200,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00198NA,2200,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00200NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00202NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00206NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00209NA,800,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00214NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00216NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00229NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00244NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00299NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00336NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00345NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00376NA,200,CKTN,MAT,2,EAD66006018-I
2026-04,TPAX00381NA,400,CKTN,MAT,2,EAD66006018-I
2026-04,BAGA00007NA,8316,CKTN,MAT,2,EAD66010222-I
2026-04,CORX00081NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,EAD66010222-C,1158,CKTN,WIP,2,EAD66010222-I
2026-04,HOUX00627NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX00659NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01114NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01124NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01127NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01130NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01136NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01139NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01149NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01194NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01195NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01204NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01206NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01211NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01213NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01215NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01216NA,8316,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01217NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01251NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01364NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,HOUX01566NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,SELA00032NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,SELA00035NA,8316,CKTN,MAT,2,EAD66010222-I
2026-04,TAPA00013NA,18295.2,CKTN,MAT,2,EAD66010222-I
2026-04,TAPB00003NA,11226.6,CKTN,MAT,2,EAD66010222-I
2026-04,TPAX00107NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,TPAX00117NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,TPAX00197NA,16632,CKTN,MAT,2,EAD66010222-I
2026-04,TPAX00198NA,20790,CKTN,MAT,2,EAD66010222-I
2026-04,TPAX00202NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,TPAX00205NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,TPAX00206NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,TPAX00209NA,16632,CKTN,MAT,2,EAD66010222-I
2026-04,TPAX00219NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,TPAX00244NA,8316,CKTN,MAT,2,EAD66010222-I
2026-04,TPAX00299NA,8316,CKTN,MAT,2,EAD66010222-I
2026-04,TPAX00376NA,4158,CKTN,MAT,2,EAD66010222-I
2026-04,EAD63911344-C,79,CKMT,WIP,2,EAD63911344-I
2026-04,EAD63911344-C-TUBA-089,79,CKMT,TUBE,2,EAD63911344-I
2026-04,HOUX00021NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX00065NA,158,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX00070NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX00240NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX00739NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX00745NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX00820NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX01081NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX01085NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX01086NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX01146NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX01519NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX01540NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX01605NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX01932NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX01936NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX02087NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,HOUX02724NA,158,CKMT,MAT,2,EAD63911344-I
2026-04,MLDA00207NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,TAPA00013NA,228.31,CKMT,MAT,2,EAD63911344-I
2026-04,TAPB00003NA,23.7,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00004NA,474,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00005NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00027NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00097NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00101NA,237,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00111NA,158,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00132NA,158,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00200NA,158,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00279NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00285NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00307NA,158,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00383NA,316,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00385NA,158,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00389NA,79,CKMT,MAT,2,EAD63911344-I
2026-04,TPAX00563NA,316,CKMT,MAT,2,EAD63911344-I
2026-04,EAD63911348-C,55,CKMT,WIP,2,EAD63911348-I
2026-04,EAD63911348-C-TUBA-089,55,CKMT,TUBE,2,EAD63911348-I
2026-04,HOUX00021NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX00070NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX00457NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX00733NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX00739NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX00820NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX01083NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX01085NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX01146NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX01519NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX01540NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX01605NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX01931NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX01932NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX01936NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX02087NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,HOUX02724NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,MLDA00207NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,TAPA00013NA,75.9,CKMT,MAT,2,EAD63911348-I
2026-04,TAPB00003NA,35.75,CKMT,MAT,2,EAD63911348-I
2026-04,TPAX00004NA,330,CKMT,MAT,2,EAD63911348-I
2026-04,TPAX00005NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,TPAX00048NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,TPAX00086NA,110,CKMT,MAT,2,EAD63911348-I
2026-04,TPAX00097NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,TPAX00101NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,TPAX00111NA,55,CKMT,MAT,2,EAD63911348-I
2026-04,TPAX00132NA,110,CKMT,MAT,2,EAD63911348-I
