Period,Prod code,Sale code,QTY begin,SUBCON,Level subcon,Remark
2026-04,EAD66091505-I,EAD66091505-I,50,CKAD,1,
2026-04,EAD63913529-I,EAD63913529-I,100,CKAD,1,
2026-04,EAD66010222-I,EAD66010222-I,3,CKAD,1,
